EventID,"actor_name","attack_enterprise_technique","attack_ics_technique",count,"enterprise_ttp"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",PARISITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",PARISITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",PARISITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",PARISITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",PARISITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",RASPITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",TALONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",VANADINITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",WASSONITE,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4610|An authentication package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4611|A trusted logon process has been registered with the Local Security Authority.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4614|A notification package has been loaded by the Security Account Manager.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4622|A security package has been loaded by the Local Security Authority.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4624|An account was successfully logged on.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4625|An account failed to log on.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4648|A logon was attempted using explicit credentials.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4673|A privileged service was called.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4674|An operation was attempted on a privileged object.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4703|A token right was adjusted.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4776|The domain controller or local computer attempted to validate the credentials for an account.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4778|A session was reconnected to a Window Station.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"4964|Special groups have been assigned to a new logon.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1078.003 Local Accounts","T0859 Valid Accounts",1,"T1078.003"
"1|Process Creation.|sysmon",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",CHERNOVITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",CHRYSENE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",COVELLITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",DYMALLOY,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",HEXANE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",KAMACITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",MAGNALLIUM,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",PARISITE,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"30|EventID(30)|Microsoft-Windows-LDAP-Client/Debug",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4103|Module logging.|powershell",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4104|Script Block Logging.|powershell",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"5|Process terminated.|sysmon",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"7|Image loaded.|sysmon",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"8|CreateRemoteThread.|sysmon",XENOTIME,"T1059.001 PowerShell","T0853 Scripting",1,"T1059.001"
"1|Process Creation.|sysmon",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",CHERNOVITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",CHRYSENE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",COVELLITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",DYMALLOY,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",HEXANE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",KAMACITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",MAGNALLIUM,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"7|Image loaded.|sysmon",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"8|CreateRemoteThread.|sysmon",PARISITE,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"1|Process Creation.|sysmon",XENOTIME,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4103|Module logging.|powershell",XENOTIME,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
"4104|Script Block Logging.|powershell",XENOTIME,"T1059.005 Visual Basic","T0853 Scripting",1,"T1059.005"
